item,itemLabel,count
http://www.wikidata.org/entity/Q359047,Бернард Беренсон,5
http://www.wikidata.org/entity/Q434266,Пётр Демьянович Успенский,5
http://www.wikidata.org/entity/Q452371,Юрий Игоревич Андрухович,5
http://www.wikidata.org/entity/Q471207,Максим Адамович Богданович,5
http://www.wikidata.org/entity/Q472356,Виктор Владимирович Ерофеев,5
http://www.wikidata.org/entity/Q2664172,"Свечина, Софья Петровна",5
http://www.wikidata.org/entity/Q704015,Константин Александрович Федин,5
http://www.wikidata.org/entity/Q1784989,Козьма Прутков,5
http://www.wikidata.org/entity/Q377,Янка Купала,5
http://www.wikidata.org/entity/Q4137,Эльза Триоле,5
http://www.wikidata.org/entity/Q314189,Лев Исаакович Шестов,4
http://www.wikidata.org/entity/Q314212,Афанасий Афанасьевич Фет,4
http://www.wikidata.org/entity/Q360471,Владимир Константинович Буковский,4
http://www.wikidata.org/entity/Q254988,Аветик Исаакян,4
http://www.wikidata.org/entity/Q315158,Мирза Фатали Ахундов,4
http://www.wikidata.org/entity/Q257852,Мария Конопницкая,4
http://www.wikidata.org/entity/Q361311,"Расулзаде, Мамед Эмин",4
http://www.wikidata.org/entity/Q326499,Владимир Иванович Даль,4
http://www.wikidata.org/entity/Q333873,Валентин Петрович Катаев,4
http://www.wikidata.org/entity/Q295537,Эдуард Вениаминович Лимонов,4
http://www.wikidata.org/entity/Q127688,"Снелльман, Йохан Вильгельм",4
http://www.wikidata.org/entity/Q128832,Александр Александрович Бестужев,4
http://www.wikidata.org/entity/Q283859,Эдвард Станиславович Радзинский,4
http://www.wikidata.org/entity/Q425644,"Перец, Ицхок Лейбуш",4
http://www.wikidata.org/entity/Q213997,Александр Грин,4
http://www.wikidata.org/entity/Q154410,Мария Ундер,4
http://www.wikidata.org/entity/Q228584,Светлана Иосифовна Аллилуева,4
http://www.wikidata.org/entity/Q240174,"Ожешко, Элиза",4
http://www.wikidata.org/entity/Q311928,Иларион,4
http://www.wikidata.org/entity/Q454630,Владимир Николаевич Войнович,4
http://www.wikidata.org/entity/Q449538,Александр Александрович Зиновьев,4
http://www.wikidata.org/entity/Q152738,Анастас Иванович Микоян,4
http://www.wikidata.org/entity/Q2072231,Джамбул Джабаев,4
http://www.wikidata.org/entity/Q157623,Василий Андреевич Жуковский,4
http://www.wikidata.org/entity/Q2121094,Владимир Мединский,4
http://www.wikidata.org/entity/Q487125,Виктор Робертович Цой,4
http://www.wikidata.org/entity/Q529583,Михо Мосулишвили,4
http://www.wikidata.org/entity/Q508975,"Короткевич, Владимир Семёнович",4
http://www.wikidata.org/entity/Q561617,Владимир Прокофьевич Некляев,4
http://www.wikidata.org/entity/Q2622688,Михаил Николаевич Задорнов,4
http://www.wikidata.org/entity/Q602217,Аркадий Тимофеевич Аверченко,4
http://www.wikidata.org/entity/Q724357,Михаил Аркадьевич Светлов,4
http://www.wikidata.org/entity/Q962114,"Кравченко, Виктор Андреевич",4
http://www.wikidata.org/entity/Q1350290,Михаэль Семёнович Лайтман,4
http://www.wikidata.org/entity/Q4531648,Эмиль Кроткий,4
http://www.wikidata.org/entity/Q12122449,Мельников Владимир Николаевич,4
http://www.wikidata.org/entity/Q19425,Пётр Андреевич Вяземский,4
http://www.wikidata.org/entity/Q44695,Константин Михайлович Симонов,4
http://www.wikidata.org/entity/Q35733,Велимир Хлебников,4
http://www.wikidata.org/entity/Q61940,Зинаида Николаевна Гиппиус,4
http://www.wikidata.org/entity/Q55172,Александр Николаевич Сокуров,4
http://www.wikidata.org/entity/Q59478,Георгий Антонович Гамов,4
http://www.wikidata.org/entity/Q253395,Белла Ахатовна Ахмадулина,3
http://www.wikidata.org/entity/Q317040,Важа Пшавела,3
http://www.wikidata.org/entity/Q360507,Михаил Михайлович Зощенко,3
http://www.wikidata.org/entity/Q360961,Натан Щаранский,3
http://www.wikidata.org/entity/Q319839,Владимир Георгиевич Сорокин,3
http://www.wikidata.org/entity/Q184535,Софья Васильевна Ковалевская,3
http://www.wikidata.org/entity/Q366503,Венедикт Ерофеев,3
http://www.wikidata.org/entity/Q362009,"Кибальчич, Виктор Львович",3
http://www.wikidata.org/entity/Q368455,Юрий Николаевич Тынянов,3
http://www.wikidata.org/entity/Q266661,"Улицкая, Людмила Евгеньевна",3
http://www.wikidata.org/entity/Q275935,Нина Николаевна Берберова,3
http://www.wikidata.org/entity/Q380000,"Олеша, Юрий Карлович",3
http://www.wikidata.org/entity/Q380424,Игорь Зиновьевич Павлюк,3
http://www.wikidata.org/entity/Q326459,Дмитрий Сергеевич Мережковский,3
http://www.wikidata.org/entity/Q335495,Исмаил Гаспринский,3
http://www.wikidata.org/entity/Q335794,Василь Владимирович Быков,3
http://www.wikidata.org/entity/Q274342,Татьяна Никитична Толстая,3
http://www.wikidata.org/entity/Q380425,Ахад-ха-Ам,3
http://www.wikidata.org/entity/Q380439,Шолом Аш,3
http://www.wikidata.org/entity/Q135481,Лев Гумилёв,3
http://www.wikidata.org/entity/Q380797,Ованес Туманян,3
http://www.wikidata.org/entity/Q381390,Андрей Алексеевич Амальрик,3
http://www.wikidata.org/entity/Q347685,Корней Иванович Чуковский,3
http://www.wikidata.org/entity/Q283408,Дмитрий Алексеевич Глуховский,3
http://www.wikidata.org/entity/Q426509,Василий Семёнович Стус,3
http://www.wikidata.org/entity/Q298033,Леся Украинка,3
http://www.wikidata.org/entity/Q212632,Андрей Белый,3
