item,itemLabel,dplace,dplaceLabel,dgeo,dmanner,dmannerLabel,dcause,dcauseLabel,burial,burialLabel,burialgeo
http://www.wikidata.org/entity/Q377725,Пётр Бернгардович Струве,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q213997,Александр Грин,http://www.wikidata.org/entity/Q576937,Старый Крым,Point(35.088611111 45.029166666),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12078,злокачественная опухоль,http://www.wikidata.org/entity/Q576937,Старый Крым,Point(35.088611111 45.029166666)
http://www.wikidata.org/entity/Q488061,Анатолий Васильевич Кузнецов,http://www.wikidata.org/entity/Q84,Лондон,Point(-0.1275 51.507222222),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12152,инфаркт миокарда,http://www.wikidata.org/entity/Q533697,Хайгейтское кладбище,Point(-0.147 51.567)
http://www.wikidata.org/entity/Q1888703,Владимир Львович Бурцев,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,http://www.wikidata.org/entity/Q183134,сепсис,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q87015,Александр Вальтерович Литвиненко,http://www.wikidata.org/entity/Q3551343,Q3551343,Point(-0.134397222 51.525241666),http://www.wikidata.org/entity/Q149086,гомицид,http://www.wikidata.org/entity/Q275459,Острая лучевая болезнь,http://www.wikidata.org/entity/Q533697,Хайгейтское кладбище,Point(-0.147 51.567)
http://www.wikidata.org/entity/Q360420,Серж Лифарь,http://www.wikidata.org/entity/Q807,Лозанна,Point(6.633333333 46.533333333),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q315147,Андрей Платонович Платонов,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12204,туберкулёз,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q553718,"Шмелёв, Иван Сергеевич",http://www.wikidata.org/entity/Q74775,Бюсси-ан-От,Point(3.514444444 48.019444444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q706654,Гайто Газданов,http://www.wikidata.org/entity/Q1726,Мюнхен,Point(11.5755 48.137194444),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q47912,рак лёгкого,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q180636,Тигран Вартанович Петросян,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q189588,рак желудка,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q1340503,Алексей Михайлович Ремизов,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q962710,"Пинскер, Леон",http://www.wikidata.org/entity/Q1874,Одесса,Point(30.73262 46.47747),,,,,http://www.wikidata.org/entity/Q491928,Пещера Никанора,Point(35.244877777 31.793188888)
http://www.wikidata.org/entity/Q553718,"Шмелёв, Иван Сергеевич",http://www.wikidata.org/entity/Q74775,Бюсси-ан-От,Point(3.514444444 48.019444444),,,,,http://www.wikidata.org/entity/Q1242128,Новое Донское кладбище,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q340122,"Норвид, Циприан Камиль",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12204,туберкулёз,http://www.wikidata.org/entity/Q638519,Вавельский собор,Point(19.935416666 50.054638888)
http://www.wikidata.org/entity/Q360471,Владимир Константинович Буковский,http://www.wikidata.org/entity/Q130282,Адденбрукский госпиталь,Point(0.14 52.176),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q202837,остановка сердца,http://www.wikidata.org/entity/Q533697,Хайгейтское кладбище,Point(-0.147 51.567)
http://www.wikidata.org/entity/Q381390,Андрей Алексеевич Амальрик,http://www.wikidata.org/entity/Q11953,Гвадалахара,Point(-3.166666666 40.633333333),http://www.wikidata.org/entity/Q171558,авария,http://www.wikidata.org/entity/Q9687,дорожно-транспортное происшествие,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q734835,Фридрих Наумович Горенштейн,http://www.wikidata.org/entity/Q64,Берлин,Point(13.383333333 52.516666666),,,,,http://www.wikidata.org/entity/Q675174,Еврейское кладбище Вайсензе,Point(13.458333333 52.544722222)
http://www.wikidata.org/entity/Q440996,Мариэтта Сергеевна Шагинян,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q427167,"Некрасов, Виктор Платонович",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q47912,рак лёгкого,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q962710,"Пинскер, Леон",http://www.wikidata.org/entity/Q1874,Одесса,Point(30.73262 46.47747),,,,,http://www.wikidata.org/entity/Q1874,Одесса,Point(35.244877777 31.793188888)
http://www.wikidata.org/entity/Q240954,"Робакидзе, Григол Титович",http://www.wikidata.org/entity/Q71,Женева,Point(6.15 46.2),,,,,http://www.wikidata.org/entity/Q669593,Левиль-сюр-Орж,Point(2.264444444 48.616944444)
http://www.wikidata.org/entity/Q1926717,Миха Йосеф Бердичевский,http://www.wikidata.org/entity/Q64,Берлин,Point(13.383333333 52.516666666),,,,,http://www.wikidata.org/entity/Q675174,Еврейское кладбище Вайсензе,Point(13.458333333 52.544722222)
http://www.wikidata.org/entity/Q2171566,Тэффи,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q702032,Сергей Сергеевич Аверинцев,http://www.wikidata.org/entity/Q1741,Вена,Point(16.373064 48.20833),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q166563,"Максимов, Владимир Емельянович",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q326459,Дмитрий Сергеевич Мережковский,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q3647017,Язэп Пуща,http://www.wikidata.org/entity/Q2280,Минск,Point(27.561837 53.902246),,,,,http://www.wikidata.org/entity/Q488556,Королищевичи,Point(27.6833 53.8)
http://www.wikidata.org/entity/Q4065434,"Андреев, Вадим Леонидович",http://www.wikidata.org/entity/Q71,Женева,Point(6.15 46.2),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4088632,"Боборыкина, Мария Александровна",http://www.wikidata.org/entity/Q142,Франция,Point(2.0 47.0),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4122521,"Войде, Карл Маврикиевич",http://www.wikidata.org/entity/Q270,Варшава,Point(21.033333333 52.216666666),,,,,http://www.wikidata.org/entity/Q722316,Кальвинистское кладбище Варшавы,Point(20.97305556 52.23944444)
http://www.wikidata.org/entity/Q2631042,Борис Константинович Зайцев,http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q2662384,Змитрок Бядуля,http://www.wikidata.org/entity/Q487439,Уральск,Point(51.366666666 51.233333333),,,,,http://www.wikidata.org/entity/Q487439,Уральск,Point(51.366666666 51.233333333)
http://www.wikidata.org/entity/Q4137142,"Гергель, Нахум",http://www.wikidata.org/entity/Q64,Берлин,Point(13.383333333 52.516666666),,,,,http://www.wikidata.org/entity/Q675174,Еврейское кладбище Вайсензе,Point(13.458333333 52.544722222)
http://www.wikidata.org/entity/Q3110376,"Лунц, Лев Натанович",http://www.wikidata.org/entity/Q1055,Гамбург,Point(10.0 53.55),,,,,http://www.wikidata.org/entity/Q562211,Ольсдорфское кладбище,Point(10.061666666 53.624722222)
http://www.wikidata.org/entity/Q2292798,"Лосский, Владимир Николаевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12152,инфаркт миокарда,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q2664845,"Бек-Назаров, Амбарцум Иванович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4217167,Василий Катанян,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4100417,"Бутягина, Варвара Александровна",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q3310659,"Михайлов-Расловлев, Михаил Сергеевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q2662384,Змитрок Бядуля,http://www.wikidata.org/entity/Q487439,Уральск,Point(51.366666666 51.233333333),,,,,http://www.wikidata.org/entity/Q3647218,Восточное кладбище,Point(51.366666666 51.233333333)
http://www.wikidata.org/entity/Q4076116,"Бакунина, Татьяна Алексеевна",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4195862,"Иванников, Михаил Дмитриевич",http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666),,,,,http://www.wikidata.org/entity/Q569556,Новое кладбище,Point(20.48722222 44.80944444)
http://www.wikidata.org/entity/Q4210099,"Каллиников, Иосиф Фёдорович",http://www.wikidata.org/entity/Q146342,Теплице,Point(13.816666666 50.633333333),,,,,http://www.wikidata.org/entity/Q638306,Границе,Point(17.734723291 49.547963974)
http://www.wikidata.org/entity/Q4143152,Дмитрий Иванович Гонтарь,http://www.wikidata.org/entity/Q3680,Краснодарский край,Point(39.433333333 45.366666666),,,,,http://www.wikidata.org/entity/Q519788,Ленинградская,Point(39.397777777 46.321111111)
http://www.wikidata.org/entity/Q2622325,Константин Дмитриевич Ушинский,http://www.wikidata.org/entity/Q1874,Одесса,Point(30.73262 46.47747),,,http://www.wikidata.org/entity/Q3392853,болезнь лёгких,http://www.wikidata.org/entity/Q680752,Выдубицкий монастырь,Point(30.568055555 50.416666666)
http://www.wikidata.org/entity/Q4216521,"Касаткин-Ростовский, Фёдор Николаевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4141717,"Голованов, Ярослав Кириллович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,http://www.wikidata.org/entity/Q3010352,цереброваскулярные болезни,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4171160,"Дурылин, Сергей Николаевич",http://www.wikidata.org/entity/Q155309,Королёв,Point(37.816666666 55.916666666),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q2459284,"Галич, Александр Аркадьевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,http://www.wikidata.org/entity/Q3587621,смерть от электричества,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q2992438,Георгий Владимирович Иванов,http://www.wikidata.org/entity/Q192574,Йер,Point(6.128611111 43.118888888),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4275252,Алексей Макаревич,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,http://www.wikidata.org/entity/Q181754,сердечная недостаточность,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4445133,Михаил Алексеевич Суворин,http://www.wikidata.org/entity/Q3711,Белград,Point(20.466666666 44.816666666),,,,,http://www.wikidata.org/entity/Q569556,Новое кладбище,Point(20.48722222 44.80944444)
http://www.wikidata.org/entity/Q15060895,"Щербатова, Ольга Александровна",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q13031813,"Матяш, Нина Иосифовна",http://www.wikidata.org/entity/Q956460,Белоозёрск,Point(25.166666666 52.45),,,,,http://www.wikidata.org/entity/Q545069,Берёзовский район,Point(24.9775 52.532777777)
http://www.wikidata.org/entity/Q4281609,"Марич, Мария Давыдовна",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4416657,"Воронич, Ян Павел",http://www.wikidata.org/entity/Q1741,Вена,Point(16.373064 48.20833),,,,,http://www.wikidata.org/entity/Q638519,Вавельский собор,Point(19.935416666 50.054638888)
http://www.wikidata.org/entity/Q4340618,"Оцуп, Николай Авдеевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4525656,"Шмелёв, Николай Петрович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4292912,"Мизинова, Лидия Стахиевна",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4308206,"Муромцева-Бунина, Вера Николаевна",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4520986,"Шатуновский, Илья Миронович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q13053155,Хорен Аджемян,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q16404250,"Шульц, Георг Юлиус",http://www.wikidata.org/entity/Q1741,Вена,Point(16.373064 48.20833),,,,,http://www.wikidata.org/entity/Q666587,Мацлайнсдорфское лютеранское кладбище,Point(16.360277777 48.178333333)
http://www.wikidata.org/entity/Q4320731,"Сургучёв, Илья Дмитриевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q17908184,"Шишко, Анатолий Валерианович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4344004,"Панин, Дмитрий Михайлович",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4453634,Варткес Тевекелян,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4515405,"Чешихин, Василий Евграфович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4413193,"Сейфуль-Мулюков, Фарид Мустафьевич",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4263262,"Лисовой, Николай Николаевич",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4520334,"Шапошникова, Людмила Васильевна",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4536961,"Яковлев, Юрий Яковлевич",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4275928,"Маковский, Сергей Константинович",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4262958,"Липшиц, Берта",http://www.wikidata.org/entity/Q234719,Сент-Женевьев-де-Буа,Point(2.332222222 48.637777777),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q4372308,"Поплавский, Борис Юлианович",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q7544305,Шах-Азиз Смбат Симонович,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4322467,"Новгород-Северский, Иван Иванович",http://www.wikidata.org/entity/Q234728,Ванв,Point(2.288888888 48.82),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q15066780,"Устинович, Николай Станиславович",http://www.wikidata.org/entity/Q919,Красноярск,Point(92.866666666 56.016666666),,,,,http://www.wikidata.org/entity/Q598580,Троицкое кладбище,Point(92.888611111 56.020833333)
http://www.wikidata.org/entity/Q4295664,"Миркина, Зинаида Александровна",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4459580,Ирина Петровна Токмакова,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q685338,Армянское кладбище,Point(37.553722222 55.766522222)
http://www.wikidata.org/entity/Q4422382,"Скороходов, Глеб Анатольевич",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4494922,"Хакимов, Камрон Маруфович",http://www.wikidata.org/entity/Q5083,Сиэтл,Point(-122.33207 47.60621),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q15064118,"Аронов, Александр Борисович",http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q558959,Даниловское кладбище,Point(37.608733333 55.703975)
http://www.wikidata.org/entity/Q4466291,"Туроверов, Николай Николаевич",http://www.wikidata.org/entity/Q90,Париж,Point(2.351388888 48.856944444),,,,,http://www.wikidata.org/entity/Q631270,кладбище Сент-Женевьев-де-Буа,Point(2.345277777 48.631388888)
http://www.wikidata.org/entity/Q204338,Родион Яковлевич Малиновский,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12078,злокачественная опухоль,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q220115,Николай Японский,http://www.wikidata.org/entity/Q7473516,Токио,Point(139.774444 35.683889),,,,,http://www.wikidata.org/entity/Q864387,кладбище Янака,Point(139.770555555 35.725277777)
http://www.wikidata.org/entity/Q317040,Важа Пшавела,http://www.wikidata.org/entity/Q994,Тбилиси,Point(44.7925 41.7225),,,,,http://www.wikidata.org/entity/Q1195746,Мтацминда,Point(44.788888888 41.695833333)
http://www.wikidata.org/entity/Q157594,Василий Иванович Чуйков,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q820002,Мамаев курган,Point(44.535277777 48.741388888)
http://www.wikidata.org/entity/Q379612,Акакий Ростомович Церетели,http://www.wikidata.org/entity/Q474669,Сачхере,Point(43.403888888 42.338888888),,,,,http://www.wikidata.org/entity/Q1195746,Мтацминда,Point(44.788888888 41.695833333)
http://www.wikidata.org/entity/Q488199,"Штейгер, Анатолий Сергеевич",http://www.wikidata.org/entity/Q69610,Лезен,Point(7.0 46.333333333),http://www.wikidata.org/entity/Q3739104,ненасильственная смерть,http://www.wikidata.org/entity/Q12204,туберкулёз,http://www.wikidata.org/entity/Q908034,Бремгартенское кладбище,Point(7.420277777 46.949444444)
http://www.wikidata.org/entity/Q157594,Василий Иванович Чуйков,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q820002,Мамаев курган,Point(44.536944444 48.7425)
http://www.wikidata.org/entity/Q242474,Семён Михайлович Будённый,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q345658,Владислав Николаевич Волков,http://www.wikidata.org/entity/Q663611,низкая околоземная орбита,Point(70.121111111 47.356388888),http://www.wikidata.org/entity/Q171558,авария,http://www.wikidata.org/entity/Q460591,Декомпрессионная болезнь,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q345658,Владислав Николаевич Волков,http://www.wikidata.org/entity/Q648581,Союз-11,Point(70.121111111 47.356388888),http://www.wikidata.org/entity/Q171558,авария,http://www.wikidata.org/entity/Q460591,Декомпрессионная болезнь,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q202537,Аркадий Петрович Гайдар,http://www.wikidata.org/entity/Q4121793,Лепляво,Point(31.32683333 49.75833333),,,,,http://www.wikidata.org/entity/Q925340,Канев,Point(31.455833333 49.744722222)
http://www.wikidata.org/entity/Q361318,Вячеслав Иванович Иванов,http://www.wikidata.org/entity/Q220,Рим,Point(12.482777777 41.893055555),,,,,http://www.wikidata.org/entity/Q1187723,Римское некатолическое кладбище,Point(12.479944444 41.876397222)
http://www.wikidata.org/entity/Q215637,Надежда Константиновна Крупская,http://www.wikidata.org/entity/Q649,Москва,Point(37.617777777 55.755833333),,,,,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q117114,"Ибрагимов, Абдурашид Гумерович",http://www.wikidata.org/entity/Q7473516,Токио,Point(139.774444 35.683889),,,,,http://www.wikidata.org/entity/Q982473,Тама,Point(139.509722222 35.685277777)
http://www.wikidata.org/entity/Q202537,Аркадий Петрович Гайдар,http://www.wikidata.org/entity/Q2216348,Каневский район,Point(31.32683333 49.75833333),,,,,http://www.wikidata.org/entity/Q925340,Канев,Point(31.455833333 49.744722222)
http://www.wikidata.org/entity/Q345658,Владислав Николаевич Волков,http://www.wikidata.org/entity/Q663611,низкая околоземная орбита,Point(70.121111111 47.356388888),http://www.wikidata.org/entity/Q171558,авария,http://www.wikidata.org/entity/Q105688,гипоксия,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q468611,Q468611,http://www.wikidata.org/entity/Q270,Варшава,Point(21.033333333 52.216666666),,,,,http://www.wikidata.org/entity/Q722316,Кальвинистское кладбище Варшавы,Point(20.97305556 52.23944444)
http://www.wikidata.org/entity/Q345658,Владислав Николаевич Волков,http://www.wikidata.org/entity/Q648581,Союз-11,Point(70.121111111 47.356388888),http://www.wikidata.org/entity/Q171558,авария,http://www.wikidata.org/entity/Q105688,гипоксия,http://www.wikidata.org/entity/Q1130019,Некрополь у Кремлёвской стены,Point(37.619638888 55.753527777)
http://www.wikidata.org/entity/Q202537,Аркадий Петрович Гайдар,http://www.wikidata.org/entity/Q4121793,Лепляво,Point(31.563888888 49.788055555),,,,,http://www.wikidata.org/entity/Q925340,Канев,Point(31.455833333 49.744722222)
